contract_id,notice_id,institution,buyer_name,file_number,publication_date,publication_year,record_type,contract_nature,object,procedure,region,cpv_subjects,cpv_codes_raw,cpv_code_list,is_cpv_71,estimated_value_raw,estimated_value_eur,awarded_value_raw,awarded_value_eur,supplier_name,source_url,source_file,source_line,raw_field_count,repaired_columns,parser_warning
BOE-B-2014-21738,BOE-B-2014-21738,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.67/14-2;"" 51-LO-0204.",2014-06-17,2014,Licitación,Servicios,"Ejecución de diversas operaciones de conservación y explotación en la N-111 de Madrid a San Sebastián, desde la boca norte túnel de Piqueras a circunvalación sur de Logroño, del p.k. 263,850 al p.k. 324,150; N-113 de Soria a Pamplona desde L.P. con Navarra (Castejón) a L.P. Navarra, del p.k. 78, 900 al p.k. 82, 200; N-232 de Vinaroz a Santander, desde L.P. Navarra a circunvalación sur de Logroño (LO-20), del p.k. 330, 860 al 402, 700; N-232a, desde el enlace de El Redal (Ausejo) hasta travesía de Ausejo, del p.k. 375, 300 al 377, 900;"" N-232a, desde la travesía de Ausejo, hasta el enlace de Tudelilla, del p.k. 380, 000 al p.k. 380, 200. Provincia de La Rioja. Ponderación técnica: 30. Ponderación económica: 70.",Abierto,La Rioja,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71300000 (Servicios de ingeniería).,"['71000000', '71300000']",True,"8.443.705,20 euros",8443705.2,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-21738,boe_sample.csv,185,31,True,reparada_desde_31_campos
BOE-B-2014-23122,BOE-B-2014-23122,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.66/14-2;"" 51-HU-0603.",2014-06-27,2014,Licitación,Servicios,"Ejecución de diversas operaciones de conservación y explotación en la N-240 de Tarragona a San Sebastián, pk. 118,400 al 158,000; N-II de Madrid a Francia por La Junquera, pk. 394, 400 al 431, 500; N-IIa travesía de Candasnos, pk. 408, 000 al 411, 000; A-2 Fraga a límite provincia de Lleida, pk. 431, 500 al 443, 701;"" N-211 de Guadalajara a Alcañiz y Lleida, pk. 318, 350 al 330, 350 y A-22 Autovía Lleida-Huesca, pk. 19, 270 al 57, 450. Provincia de Huesca. Ponderación técnica: 30. Ponderación económica: 70.",Abierto,Aragón,"50200000 Servicios de reparación y mantenimiento 71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71300000 (Servicios de ingeniería).,"['50200000', '71000000', '71300000']",True,"9.797.102,64 euros",9797102.64,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-23122,boe_sample.csv,186,30,True,reparada_desde_30_campos
BOE-B-2014-23123,BOE-B-2014-23123,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.62/14-2;"" 51-B-0406.",2014-06-27,2014,Licitación,Servicios,"Ejecución de diversas operaciones de conservación y explotación en la Autovía A-2 de límite de provincia de Lérida a Barcelona, pk. 530,722 al 604,435;"" Autovía N-II conexión con AP-7 en Martorell, pk. 585, 000 al 587, 100 y conexión A-2/AP-7 en Castellbisbal, pk. 0, 000 al 2, 400. Provincia de Barcelona. Ponderación técnica: 30. Ponderación económica: 70.",Abierto,Cataluña,"50200000 Servicios de reparación y mantenimiento 71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71300000 (Servicios de ingeniería).,"['50200000', '71000000', '71300000']",True,"20.073.162,96 euros",20073162.96,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-23123,boe_sample.csv,187,21,True,reparada_desde_21_campos
BOE-B-2014-23124,BOE-B-2014-23124,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.68/14-2;"" 51-MU-0105.",2014-06-27,2014,Licitación,Servicios,"Ejecución de diversas operaciones de conservación y explotación en la A-7, pk. 598,0000 al 662,0890 (Enlace Alhama de Murcia-L.P. Almería-Murcia);"" A-91, pk. 0, 0250 al 17, 0980 (L.P. Almería-Murcia A-92N-Intersección A-7S) y N-342a, pk. 83, 0060 al 98, 0670 (acceso A-91-L.P. Almería-Murcia). Provincia de Murcia. Ponderación técnica: 30. Ponderación económica: 70.",Abierto,Región de Murcia,"50200000 Servicios de reparación y mantenimiento 71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71300000 (Servicios de ingeniería).,"['50200000', '71000000', '71300000']",True,"12.611.601,16 euros",12611601.16,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-23124,boe_sample.csv,188,21,True,reparada_desde_21_campos
BOE-B-2014-23125,BOE-B-2014-23125,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.65/14-2;"" 51-BA-0405.",2014-06-27,2014,Licitación,Servicios,"Ejecución de diversas operaciones de conservación y explotación en la Autovía del Suroeste A-5 desde el pk. 301,830 (L.P. Cáceres) hasta el pk. 407,821 (frontera de Caya con Portugal). N-V, varios tramos: del pk. 330,975 al 338,550 (travesía de Trujillanos y conexión con travesía de Mérida), del pk. 343,230 al 345,300 (accesos a Calamonte), del pk. 373,065 al 373,815 (variante del río Guadajira) y del pk. 380,500 al 395,265 (travesías de Talavera la Real y Badajoz y conexiones). BA-20, del pk. 0,000 al 7,690 (Travesía de Badajoz) y N-430, del pk. 0,000 al 1,540 (Avda. Ricardo Carapeto y conexión con BA-20). Provincia de Badajoz. Ponderación técnica: 30. Ponderación económica: 70.",Abierto,Extremadura,"50200000 Servicios de reparación y mantenimiento 71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71300000 (Servicios de ingeniería).,"['50200000', '71000000', '71300000']",True,"10.611.534,05 euros",10611534.05,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-23125,boe_sample.csv,189,15,False,
BOE-B-2014-23126,BOE-B-2014-23126,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.70/14-2;"" 51-MU-0405.",2014-06-27,2014,Licitación,Servicios,"Ejecución de diversas operaciones de conservación y explotación en la A-30, pk. 121,0440 al 151,0000 (Enlace Archena-Puerto de la Cadena); A-7, pk. 553, 0490 al 567, 0329 (L.P. Alicante-A-30); A-7, pk. 570, 030 al 598, 0000 (Enlace A-30-Enlace Alhama de Murcia); MU-30, pk. 0, 000 al 9, 1240 (Enlace A-7-Enlace A-30); Reguerón, pk. 0, 0000 al 13, 0500 (Enlace A-30-Fin tramo); N-301A, pk. 377, 0580 al 378, 0338 (Enlace A-30-Fin tramo);"" N-344, pk. 4, 0520 al 5, 0500 (Enlace N-344C-Fin tramo) y N-344, pk. 8, 0640 al 9, 0800 (Inicio tramo-Molina de Segura). Provincia de Murcia.",Abierto,Región de Murcia,"50200000 Servicios de reparación y mantenimiento 71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71300000 (Servicios de ingeniería).,"['50200000', '71000000', '71300000']",True,"13.189.289,04 euros",13189289.04,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-23126,boe_sample.csv,190,36,True,reparada_desde_36_campos
BOE-B-2014-23127,BOE-B-2014-23127,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.1/14-2;"" 51-TE-0205.",2014-06-27,2014,Licitación,Servicios,"Ejecución de diversas operaciones de conservación y explotación en la A-23 (autovía Mudéjar), tramo Santa Eulalia del Campo-límite de las provincias de Teruel y Zaragoza; N-234, tramo Santa Eulalia del Campo-límite de las provincias de Teruel y Zaragoza;"" N-211, tramos Monreal del Campo a intersección con N-234 (Monreal del Campo) e intersección con N-234 (Caminreal) a Montalbán. Provincia de Teruel. Ponderación técnica: 30. Ponderación económica: 70.",Abierto,Aragón,"50200000 Servicios de reparación y mantenimiento 71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71300000 (Servicios de ingeniería).,"['50200000', '71000000', '71300000']",True,"11.301.947,40 euros",11301947.4,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-23127,boe_sample.csv,191,17,True,reparada_desde_17_campos
BOE-B-2014-23133,BOE-B-2014-23133,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE",Presidencia de la Confederación Hidrográfica del Segura.,03.0005.14.014.,2014-06-27,2014,Contratación,Servicios,"Realización de las tareas correspondientes al proceso de planificación hidrológica, preparación, realización y publicación de propuestas del Plan Hidrológico de la cuenca del Segura 2015/2021 y definición de su programa de medidas.",Abierto,Región de Murcia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71310000 (Servicios de consultoría en ingeniería y construcción).,"['71000000', '71310000']",True,"375.007,56 euros",375007.56,"187.777,36 euros",187777.36,"TÉCNICAS REUNIDAS, S.A.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-23133,boe_sample.csv,192,16,True,reparada_desde_16_campos
BOE-B-2014-23271,BOE-B-2014-23271,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.71/14-2;"" 51-PO-0305.",2014-06-28,2014,Licitación,Servicios,"Ejecución de diversas operaciones de conservación y explotación en las Autovías: A-52, Benavente-Porriño, p.k. 267,1 al 306,1; A-55, Vigo-Tui, p.k. 0, 0 al 32, 0; Segundo Cinturón de Vigo, Puxeiros-Enl. Primer Cinturón, p.k. 2, 0 al 13, 4. Carretera: N-120, Logroño-Porriño, p.k. 609, 9 al 653, 4; N-550, A Coruña-Porriño (Enl. A-52), p.k. 142, 2 al 155, 8; N-551, accesos a Tui, p.k. 0, 0 al 2, 0; N-552, Redondela-Vigo, p.k. 0, 0 al 9, 825; N-555, Int. N-550-Aeropuerto de Peinador, p.k. 0, 0 al 6, 92;"" N-559. Enlace Covelo A-52-Int. N-120, p.k. 0, 0 al 5, 2. Provincia de Pontevedra. Ponderación técnica: 30. Ponderación económica: 70.",Abierto,Galicia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71300000 (Servicios de ingeniería).,"['71000000', '71300000']",True,"15.644.612,28 euros",15644612.28,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-23271,boe_sample.csv,193,46,True,reparada_desde_46_campos
BOE-B-2014-23730,BOE-B-2014-23730,ADMINISTRACIÓN LOCAL,Concello de Ferrol.,No disponible,2014-07-02,2014,Licitación,Servicios,No disponible,Abierto,Galicia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71410000-5.,"['71000000', '71410000']",True,"1.138.005,00 euros",1138005.0,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-23730,boe_sample.csv,194,15,False,
BOE-B-2014-23875,BOE-B-2014-23875,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE",Presidencia de la Confederación Hidrográfica del Segura,03.0005.14.011.,2014-07-03,2014,Contratación,Servicios,"Pliego de Bases 1/2014 de realización de los trabajos técnicos de tipo topográfico, cartográfico, delineación y actualización de base de datos, que necesiten los servicios que instruyen los asuntos y expedientes ordinarios del área de gestión del Dominio Público Hidráulico en la Confederación Hidrográfica del Segura.",Abierto,Región de Murcia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71310000 (Servicios de consultoría en ingeniería y construcción).,"['71000000', '71310000']",True,"495.404,54 euros",495404.54,"245.528,38 euros",245528.38,"PROINTEC, S.A.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-23875,boe_sample.csv,195,16,True,reparada_desde_16_campos
BOE-B-2014-23962,BOE-B-2014-23962,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE",Presidencia de la Confederación Hidrográfica del Segura.,03.0005.14.009.,2014-07-04,2014,Contratación,Servicios,"Pliego de Bases 12/13 de Servicios de georreferenciación, estudio de la incidencia ambiental y confrontación con el SNCZI de autorizaciones del Servicio de Control y Vigilancia del DPH.",Abierto,Región de Murcia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71310000 (Servicios de consultoría en ingeniería y construcción).,"['71000000', '71310000']",True,"269.695,23 euros",269695.23,"140.953,12 euros",140953.12,"GRUSAMAR, Ingeniería y Consulting, S.L.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-23962,boe_sample.csv,196,16,True,reparada_desde_16_campos
BOE-B-2014-23963,BOE-B-2014-23963,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE",Presidencia de la Confederación Hidrográfica del Segura,03.0005.14.012.,2014-07-04,2014,Contratación,Servicios,"Trabajos de carácter material, topográficos o cartográficos y/o toma de datos previos, pero necesarios para la revisión y actualización de los datos sobre cánones y las características de los usos privativos de aguas públicas en la cuenca del Segura (periodo abril 2014 - marzo 2015).",Abierto,Región de Murcia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71310000 (Servicios de consultoría en ingeniería y construcción).,"['71000000', '71310000']",True,"365.338,63 euros",365338.63,"183.399,99 euros",183399.99,"INTECSA-INARSA, S.A.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-23963,boe_sample.csv,197,16,True,reparada_desde_16_campos
BOE-B-2014-24469,BOE-B-2014-24469,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.60/14-6;"" 20-TE-2970.2.",2014-07-08,2014,Licitación,Servicios,"Control y vigilancia de las obras: Acondicionamiento N-232. Tramo: L.P. Castellón-Intersección carretera provincial a Ráfales. Provincia de Teruel. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,Aragón,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311100 (Servicios de asistencia en ingeniería civil).,"['71000000', '71311100']",True,"1.520.534,40 euros",1520534.4,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-24469,boe_sample.csv,198,15,False,
BOE-B-2014-24470,BOE-B-2014-24470,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.88/14-6;"" SS-SE-002.",2014-07-08,2014,Licitación,Servicios,"Asesoramiento y coordinación en materia seguridad y salud relativo a las obras de construcción en la Demarcación de Carreteras del Estado en Andalucía Occidental. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,Andalucía,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71300000 (Servicios de ingeniería).,"['71000000', '71300000']",True,"1.631.730,98 euros",1631730.98,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-24470,boe_sample.csv,199,15,False,
BOE-B-2014-24791,BOE-B-2014-24791,MINISTERIO DE FOMENTO,Dirección General de Carreteras,"30.76/13-2;"" AC-547/13.",2014-07-10,2014,Contratación,Servicios,"Coordinación en materia de seguridad y salud, en las actuaciones de conservación y explotación en la Red de Carreteras del Estado en Castilla y León Occidental. Coeficiente de mayoración de la puntuación económica: 1,5.",Abierto,Castilla y León,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71300000 (Servicios de ingeniería).,"['71000000', '71300000']",True,"739.532,64 euros",739532.64,"517.672,85 euros",517672.85,"INVESTIGACIÓN Y CONTROL DE CALIDAD, S.A.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-24791,boe_sample.csv,200,15,False,
BOE-B-2014-25223,BOE-B-2014-25223,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE",Confederación Hidrográfica del Duero,452-A.611.11.12/2013.,2014-07-14,2014,Contratación,Servicios,"Servicios a la dirección facultativa en la vigilancia y control de las obras de mejora de las instalaciones actuales y eliminación de nutrientes de las estaciones depuradoras de aguas residuales de Medina del Campo, Íscar, Tordesillas, Tudela de Duero, Benavente y Toro.",Abierto,Castilla y León,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311100 (Servicios de asistencia en ingeniería civil).,"['71000000', '71311100']",True,"453.701,78 euros",453701.78,"236.061,04 euros",236061.04,"SGS Tecnos, S.A. y CAASA, Tecnologías del Agua, S.A.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-25223,boe_sample.csv,201,16,True,reparada_desde_16_campos
